COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30261 
 NOMBRE    : E.T.A. 175 TLACOLULA 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : CHICONTEPEC 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.91666667 ° 
 LONGITUD  : -98.16666667 ° 
 ALTITUD   : 640 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1973-10-26	0	NULO	NULO	NULO
1974-01-02	0	3.9	22	13
1974-01-03	5	2.1	20	12
1974-01-04	0	1.7	20	7
1974-01-05	0	1.9	20	7
1974-01-06	0	1.7	24	10
1974-01-07	0	1.1	25	10
1974-01-08	0	3.2	25	10
1974-01-09	0	3.3	22	16
1974-01-10	0	2.5	25	18
1974-01-11	0	1.9	25	15
1974-01-12	8	2.1	18	16
1974-01-13	0	2.6	22	12
1974-01-14	0	2.2	24	13
1974-01-15	0	1.4	25	15
1974-01-16	0	3.7	26	10
1974-01-17	0	1.9	25	12
1974-01-18	0	3.8	26	12
1974-01-19	0	3.2	21	14
1974-01-20	0	2.1	25	13
1974-01-21	0	1.8	24	15
1974-01-22	0	2.2	21	15
1974-01-23	4	2.1	22	15
1974-01-24	0	2.2	26	16
1974-01-25	0	1.3	28	8
1974-01-26	0	2	28	8
1974-01-27	0	1.3	26	11
1974-01-28	0	1	21	14
1974-01-29	0	3.9	22	10
1974-01-30	0	4	21	11
1974-01-31	0	4.1	25	10
1974-02-01	0	1.9	22	11
1974-02-02	0	1	29	11
1974-02-03	3	1.3	24	10
1974-02-04	4.3	3.2	28	9
1974-02-05	0	3.5	21	9
1974-02-06	2	3.1	28	10
1974-02-07	0	1.2	27	10
1974-02-08	0	0.9	27	8
1974-02-09	0	1.7	29	10
1974-02-10	0	2.3	29	9
1974-02-11	0	3	27	12
1974-02-12	0	3.3	25	13
1974-02-13	0	4.6	27	11
1974-02-14	0	3.7	29	11
1974-02-15	0	4.9	27	12
1974-02-16	0	1.6	27	15
1974-02-17	0	1.1	28	15
1974-02-18	0	2.7	29	15.5
1974-02-19	0	4.9	26	17.5
1974-02-20	0	2.8	22.5	12
1974-02-21	0	7.2	29	11.5
1974-02-22	0	5	20	13
1974-02-23	0	2.9	22	12
1974-02-24	8.5	0.4	16	11
1974-02-25	0	2.5	13	9.5
1974-02-26	0	1.9	17	11
1974-02-27	0	1.6	20	11
1974-02-28	0	2.4	22	11
1974-03-01	0	3.7	25	15.5
1974-03-02	0	5	27	9
1974-03-03	0	5	27	9
1974-03-04	0	5.1	28	11
1974-03-05	0	5	29	14
1974-03-06	0	3.3	28	11
1974-03-07	0	3.4	28	16
1974-03-08	0	4.1	27	16
1974-03-09	0	6	29	16
1974-03-10	0	2.5	28	16
1974-03-11	0	6	28	15
1974-03-12	5	9.6	26	16
1974-03-13	0	2.8	25	11
1974-03-14	0	3.1	25	14
1974-03-15	3	4.6	25	15
1974-03-16	0	4.7	27	12
1974-03-17	2	3	29.5	16
1974-03-18	0	5.1	30	15
1974-03-19	0	9	33	16
1974-03-20	0	9.5	35	14
1974-03-21	3.2	6.8	27	12
1974-03-22	7	7.9	34	13
1974-03-23	0	5.8	31	13.5
1974-03-24	15	5.4	28	17
1974-03-25	10	5.2	33	13
1974-03-26	0	7.1	25	13
1974-03-27	0	4.9	33	13
1974-03-28	0	4.5	29	17
1974-03-29	0	6.1	28	12
1974-03-30	0	6.8	32.5	16
1974-03-31	0	6.7	30.5	17
1974-04-01	1.3	8.8	26	16.5
1974-04-02	1	8.4	22	14
1974-04-03	1	8.9	27.5	13.5
1974-04-04	0	6.9	26	18
1974-04-05	0	7.4	24	16
1974-04-06	0	10.6	21	9
1974-04-07	0	6.5	31	11
1974-04-08	0	8.3	31	13.5
1974-04-09	0	2.9	34	17
1974-04-10	0	2.1	30	17
1974-04-11	0	5.3	34	17.5
1974-04-12	0	3.1	31	17
1974-04-13	0	2.2	35	16
1974-04-14	7	3.1	35	18
1974-04-15	7	9	27	15
1974-04-16	8	4.2	30	13
1974-04-17	0	5.2	26	19
1974-04-18	0	4.8	25	16
1974-04-19	0	3.7	26	19
1974-04-20	0	5.6	25	20
1974-04-21	0	4.9	33	17
1974-04-22	0	6.9	31	19
1974-04-23	0	2.7	31	17
1974-04-24	0	3.9	29	21
1974-04-25	0	3.1	25	16
1974-04-26	0	3.1	30	19
1974-04-27	0	3.4	28	19.5
1974-04-28	0	2.9	30	20
1974-04-29	0	2.6	29	20
1974-04-30	0	3.1	32.5	20
1974-09-08	0	NULO	NULO	NULO
1974-09-09	0	6.3	32	17
1974-09-10	8	7.7	23	13
1974-09-11	2	5.4	27.5	17
1974-09-12	0	3.7	33	17
1974-09-13	0	2.9	32	17
1974-09-14	5	6.3	32	17
1974-09-15	1	1.6	32	17
1974-09-16	0	1.5	32	17
1974-09-17	0	3.2	32	17
1974-09-18	3	3.4	31	16
1974-09-19	0	4.9	31	17
1974-09-20	18.5	5.3	30	17
1974-09-21	194	NULO	29	16
1974-09-22	85.7	NULO	30	16
1974-09-23	158	NULO	30	16
1974-09-24	20.4	NULO	30	16
1974-09-25	20.5	NULO	30	16
1974-09-26	20.4	NULO	22	16
1974-09-27	0	NULO	30	16
1974-09-28	4	NULO	30	16
1974-09-29	15.5	NULO	31	16
1974-09-30	0	NULO	31	16
1974-10-01	4	1	31	13
1974-10-02	10	8	31	11
1974-10-03	20	NULO	28	13
1974-10-04	0	NULO	24	13
1974-10-05	19	NULO	26	14
1974-10-06	0	1	27	15
1974-10-07	0	2.3	25	15
1974-10-08	0	0.9	26	14
1974-10-09	0	1.2	26	14
1974-10-10	0	0.9	25	14
1974-10-11	0	1	25	14
1974-10-12	0	0.6	28	14
1974-10-13	0	2.2	28	15
1974-10-14	0	2.6	28	15.5
1974-10-15	1	3.4	25	19
1974-10-16	0	4.2	26	14
1974-10-17	0	3.7	25	11
1974-10-18	0	4.1	26	13
1974-10-19	0	5	25	11
1974-10-20	0	2.2	25	11
1974-10-21	0	3	23	12
1974-10-22	3	1.5	25	17
1974-10-23	15	5.9	24	15
1974-10-24	0	2.2	25	17
1974-10-25	0	3	24	17
1974-10-26	0	1.1	22	14
1974-10-27	0	3.4	25	16
1974-10-28	0	4.6	29	12
1974-10-29	0	1.6	29	16
1974-10-30	3	4.3	28	17
1974-10-31	0	1.5	27	17
1974-11-01	3	2	28	20
1974-11-02	0	5	28	19
1974-11-03	0	2	27	17
1974-11-04	0	1	27	16
1974-11-05	11	1	28	17
1974-11-06	0	1	28	14
1974-11-07	2	0.5	28	14
1974-11-08	2	0.9	28	14
1974-11-09	0	2.7	19	14
1974-11-10	21	0.2	17	14.5
1974-11-11	12	2.3	16	14
1974-11-12	0	3	15	12.5
1974-11-13	0	3.3	14	10
1974-11-14	0	1.9	24.5	8.5
1974-11-15	0	2.1	20.5	9.5
1974-11-16	0	1.7	23.5	10.5
1974-11-17	0	1.8	22.5	13
1974-11-18	0	3.5	26.5	14.5
1974-11-19	0	0.8	21.5	16
1974-11-20	2.5	3.4	25	15.5
1974-11-21	3	0.7	17	14.5
1974-11-22	2.3	1.5	25	13.5
1974-11-23	0	3.2	25	15
1974-11-24	0	3.4	24.5	17
1974-11-25	0	1.6	11.6	11.4
1974-11-26	0	3.1	19.5	3.5
1974-11-27	0	3	22.5	1
1974-11-28	0	1.4	20	4.5
1974-11-29	0	2.2	14.5	8
1974-11-30	0	0.5	25	11
1974-12-01	0	0.8	10.5	7.5
1974-12-02	0	0.3	12	8
1974-12-03	1.5	1.9	13	8.5
1974-12-04	0	0.6	20	9
1974-12-05	0	2.4	23	10
1974-12-06	5	6	21	9
1974-12-07	5.4	3.6	21	11
1974-12-08	19	1.1	13.5	11
1974-12-09	9.5	1.6	11.5	10.5
1974-12-10	0	2.1	19.5	10
1974-12-11	6	3.5	20	11
1974-12-12	0	2.6	24	10.5
1974-12-13	0	2.1	20	11
1974-12-14	0.5	4.3	21.5	10
1974-12-15	0	2.2	22	11.5
1974-12-16	0	0.7	18	13
1974-12-17	0	0.5	20.5	12
1974-12-18	0	1	21	11
1974-12-19	0	2.8	23	11
1974-12-20	0	0.5	22	11.5
1974-12-21	0	2.2	21	11.5
1974-12-22	0	1.4	22	12
1974-12-23	0	1.1	25	11.5
1974-12-24	0	3.2	26	11
1974-12-25	0	2.1	25.5	11
1974-12-26	9.8	1.1	25	12.5
1974-12-27	3	2.9	15.5	11
1974-12-28	0	1.2	20.5	12
1974-12-29	0	1.7	23.5	14
1974-12-30	0	2.4	26	13.5
1974-12-31	0	3.1	24	14.5
1975-01-01	7	1.6	20	13
1975-01-02	0	2.4	22	13
1975-01-03	1	1.7	19.5	14
1975-01-04	0	2.4	14	9
1975-01-05	0	0.6	19	4
1975-01-06	0	0.5	19	9.5
1975-01-07	0	2.8	23.5	12.5
1975-01-08	0.5	1.7	27	12.5
1975-01-09	0.5	1	23	12.5
1975-01-10	0	3.6	27	12
1975-01-11	0	0.6	23	12.5
1975-01-12	0	2.9	13.5	12
1975-01-13	0	2.2	9	4.5
1975-01-14	0	2.2	18	-2.5
1975-01-15	0	1	20.5	0
1975-01-16	0	2.8	21	4
1975-01-17	0	1.6	18	7
1975-01-18	0	1.5	23	12
1975-01-19	10.5	3.8	29	11
1975-01-20	9.5	1.1	11	8
1975-01-21	1.5	0.5	13	6.5
1975-01-22	2.5	1.6	18	7.5
1975-01-23	0	1.1	15.5	10.5
1975-01-24	0	3.8	20	10
1975-01-25	0.5	4.3	24	10
1975-01-26	0	3.3	21.5	10
1975-01-27	0	1.5	19.5	11
1975-01-28	0	2.5	25	12
1975-01-29	25	5	29	16.5
1975-01-30	10	1.7	25	10
1975-01-31	0	2.7	22	12
1975-02-01	0	5.8	23	11.5
1975-02-02	0	0.2	26	15
1975-02-03	0	2.9	25	15
1975-02-04	0	3.1	24	14.5
1975-02-05	0	1.8	25.5	12
1975-02-06	8.2	4.1	23	12
1975-02-07	0	0.3	14	7.5
1975-02-08	0	2.8	20.5	7
1975-02-09	3.5	4.8	25	11
1975-02-10	0	2.4	23	11.5
1975-02-11	0	4	27.5	11.5
1975-02-12	0	4.7	24	13.5
1975-02-13	0	2.7	26	13
1975-02-14	0	4.1	24	15
1975-02-15	0.3	3.1	31	14
1975-02-16	0	0.9	30	17
1975-02-17	0.2	2	27	14
1975-02-18	0	0.6	24	14
1975-02-19	0	1.4	18	14
1975-02-20	0	3.7	22.5	12
1975-02-21	0.3	4.1	23.5	11
1975-02-22	0	6.6	31	11
1975-02-23	0	3.1	31.5	11.5
1975-02-24	0.3	2.1	22.5	4
1975-02-25	0	1.1	23	1.5
1975-02-26	3	3.9	25.5	6
1975-02-27	0	5.5	26	11.5
1975-02-28	0	5.8	25	10.5
1975-03-01	2	6.6	25.5	13
1975-03-02	0	3.6	29	11
1975-03-03	0	3.9	25	12
1975-03-04	1.3	3.8	29	17
1975-03-05	3.3	0.6	17	12
1975-03-06	0	2.4	26.5	12
1975-03-07	0	5.7	29	13
1975-03-08	0	1.5	27	15
1975-03-09	0	3.5	26	16
1975-03-10	0	6.8	32	15
1975-03-11	0	3.2	33	16
1975-03-12	0	6.6	34	16
1975-03-13	0	6.3	24	14
1975-03-14	0	4	28	13
1975-03-15	0	0.7	20.5	13
1975-03-16	0	2.2	26	13.5
1975-03-17	0	0.8	31	15
1975-03-18	0	3.8	39.5	16.5
1975-03-19	0	5.2	28	14
1975-03-20	0	3.6	26	15
1975-03-21	0	3.9	31	17
1975-03-22	0	3.4	33	18
1975-03-23	0	6.7	35	18
1975-03-24	0	3	36	18
1975-03-25	0	2	32	19
1975-03-26	0	4.6	39	18
1975-03-27	0	1.9	32	18
1975-03-28	0	2.5	32	15
1975-03-29	5	6.9	23	16
1975-03-30	2.5	4.1	12	11
1975-03-31	0	0.2	24	9
1975-04-01	0	1.5	29	14
1975-04-02	0	1	33	18
1975-04-03	0	2.9	34	16
1975-04-04	0	3.4	33	14
1975-04-05	0	3	28	14
1975-04-06	0	6.6	32	16
1975-04-07	0	5	30	20
1975-04-08	0	9	32	19
1975-04-09	0	6	32	21
1975-04-10	0	3.9	26	19
1975-04-11	0	2.2	30	16
1975-04-12	0	3.2	32	16
1975-04-13	0	4.5	30	19
1975-04-14	0	2.4	29	19
1975-04-15	0	3.2	27	18
1975-04-16	0	3.3	30	19
1975-04-17	0	2.4	33	18
1975-04-18	0	4.2	34	16
1975-04-19	0	3.7	23	18
1975-04-20	0	3.1	30	12
1975-04-21	0	3	31	16
1975-04-22	0	4.8	32	19
1975-04-23	0	2.2	31	20
1975-04-24	0	1	33	20
1975-04-25	0	7.6	33	18
1975-04-26	0	4.7	33	20
1975-04-27	0	0.8	33	20.5
1975-04-28	0	2.1	35	20
1975-04-29	0	0.6	35	15
1975-04-30	0	2.5	37	14
1975-05-01	0	0.6	38	17
1975-05-02	0	1.2	37	19
1975-05-03	0	2	35	18
1975-05-04	0	0.5	35	15
1975-05-05	0	7	34	20
1975-05-06	0	4.1	38	20
1975-05-07	0	8.6	39	19
1975-05-08	0	6.6	35	20
1975-05-09	0	4.5	40	21
1975-05-10	0	4.2	38	21
1975-05-11	1.5	6.4	30	16
1975-05-12	3	2.5	31	19
1975-05-13	0	3.6	32	16
1975-05-14	1.5	4.8	35	12
1975-05-15	5	1.8	33	20
1975-05-16	0	5.8	29.5	20
1975-05-17	0	6	31.5	21
1975-05-18	0	3.1	32.5	21.5
1975-05-19	0	5.2	33	21
1975-05-20	26.2	3.8	33.5	21
1975-05-21	0	7.9	34	22.5
1975-05-22	2.5	6.9	33	21
1975-05-23	0	7.6	32	20
1975-05-24	1.5	6.9	33	20.5
1975-05-25	0	2.1	32	20
1975-05-26	8	2.3	33	17
1975-05-27	1.5	2.7	33.5	19
1975-05-28	0	2.3	31	18.5
1975-05-29	0	1.5	33	19
1975-05-30	1	4.4	33.5	21
1975-05-31	0	1.1	33	18.5
1975-06-01	0	2.1	27	21
1975-06-02	0.2	1.6	24.5	18
1975-06-03	0.4	2.7	25	18
1975-06-04	0	4.7	32	18
1975-06-05	0	8	34	20
1975-06-06	0	4.6	36	21
1975-06-07	0	5.2	34	22
1975-06-08	0	5.2	33.5	21
1975-06-09	0	8	36	21
1975-06-10	0	10	36	21
1975-06-11	75	8.1	31	19
1975-06-12	23	2	28.5	18.5
1975-06-13	28	2	29	18
1975-06-14	0	4	31.5	18
1975-06-15	0	1	33	20
1975-06-16	0	1.3	33	21
1975-06-17	0	7.7	32	22
1975-06-18	1.5	3.5	31	21
1975-06-19	0	6	31	18
1975-06-20	25	2.2	27	19
1975-06-21	0	1.3	30	19
1975-06-22	2	3.1	29	19
1975-06-23	13	8.4	28	19
1975-06-24	0	5	28.5	18
1975-06-25	0	6.2	28.5	17
1975-06-26	2	3.7	30	18
1975-06-27	0	6.8	29	17
1975-06-28	0	3.7	29	18.5
1975-06-29	0	3	28	18
1975-06-30	0	4	28	18.5
1975-07-01	6.6	3	27.5	17
1975-07-02	11.1	7.3	28	17
1975-07-03	0	3.5	28	17
1975-07-04	0	2.3	28	17
1975-07-05	4.3	3.8	28	16.5
1975-07-06	0	3.5	29	15
1975-07-07	0	5.7	30	18
1975-07-08	27.4	6.1	29	19
1975-07-09	2.3	1.2	25	18
1975-07-10	0.2	3.2	28	18
1975-07-11	0.2	5.5	30	19
1975-07-12	0.2	4	32	20
1975-07-13	14	6.3	29	21
1975-07-14	18.7	3.5	28.5	19
1975-07-15	16.6	6.8	25	20
1975-07-16	1	2.8	25	19
1975-07-17	0	6.7	30	18.5
1975-07-18	23.3	2.8	30	18
1975-07-19	0	3.4	30	18.5
1975-07-20	0	4.6	30	20
1975-07-21	0	5.1	30	18
1975-07-22	0	3.2	30	16
1975-07-23	0	5.1	31	18
1975-07-24	0	2	31	19
1975-07-25	0	7.1	30	16.5
1975-07-26	37.3	3.6	22	18
1975-07-27	5.5	2.4	24	17
1975-07-28	0	4.8	29	17
1975-07-29	0	6.2	28	16
1975-07-30	0	3.8	31	17
1975-07-31	0	4.9	30	18
1975-08-01	0	4.3	31	19
1975-08-02	0	5	31.5	19
1975-08-03	0	3.8	31	18.5
1975-08-04	0	6.5	31.5	19
1975-08-05	8.5	7.2	31	18.5
1975-08-06	33.2	6.4	31.5	18
1975-08-07	10.5	7.9	29	18.5
1975-08-08	0	2.5	28	17.5
1975-08-09	2.5	8.4	29	18.5
1975-08-10	9.2	1.5	29	18
1975-08-11	5.3	2.3	29	18.5
1975-08-12	0	4.7	30	17.5
1975-08-13	9.6	3.3	31	19.5
1975-08-14	0	5.7	29	19
1975-08-15	0	4	30	18
1975-08-16	0	2.5	30	18.5
1975-08-17	0	4.1	31	17.5
1975-08-18	25.3	6.3	30.5	17
1975-08-19	0	5.8	30	17
1975-08-20	22.3	4.5	29	18
1975-08-21	25.3	4.3	27	17.5
1975-08-22	4.5	4.2	30	17
1975-08-23	11.6	2.5	27	17
1975-08-24	0	4.2	28	17
1975-08-25	0	4.5	29	16
1975-08-26	5.3	3	28	17
1975-08-27	6.2	2.2	27	18
1975-08-28	3.2	6.3	27.5	17
1975-08-29	0	1.3	31	18
1975-08-30	0	5	31	17
1975-08-31	0	5.2	33	16.5
1975-09-01	18	1.6	26	20
1975-09-02	30.5	7.5	27	20.5
1975-09-03	15	6.2	27	18
1975-09-04	0	3.2	27	18
1975-09-05	0	6.7	27	18
1975-09-06	0	5.1	29	18
1975-09-07	9.6	2.1	25	19
1975-09-08	88.5	2.3	24	19
1975-09-09	145	1.2	24	19
1975-09-10	56	1.5	24	19
1975-09-11	10.5	0.6	24	19
1975-09-12	47	2.7	25	19
1975-09-13	15	3.4	25	19
1975-09-14	17	6.9	28	19
1975-09-15	0	5.2	28	18
1975-09-16	0	3.4	29	17.5
1975-09-17	0	5.2	31	18
1975-09-18	0	5	31	19
1975-09-19	10	5.5	30	21
1975-09-20	1.4	1.4	27	21
1975-09-21	6	6	28	18
1975-09-22	0	1.2	20.5	19
1975-09-23	0	3.3	24	15
1975-09-24	0	4.2	26	9
1975-09-25	0	1.3	25.5	8
1975-09-26	0	3.9	21	11
1975-09-27	0	4.6	22	14
1975-09-28	0	5.2	17	14
1975-09-29	0	5	28.5	14
1975-09-30	0	5.4	28	15
1975-10-01	0	4.5	28	15
1975-10-02	48.2	5.4	28	17
1975-10-03	0	1.3	21.5	15
1975-10-04	5	0.5	17	15
1975-10-05	0	1.2	23	14.5
1975-10-06	0	3.5	26	13.5
1975-10-07	0	3.3	27	13
1975-10-08	0	4.1	29	14
1975-10-09	0	3.7	28	17
1975-10-10	16.5	0.9	23.5	17
1975-10-11	10	3.2	24.5	17.5
1975-10-12	2.2	1	24	17.5
1975-10-13	0	4	27	17
1975-10-14	0	3.9	27	16
1975-10-15	0	4	28	16
1975-10-16	2.5	3.2	29	18
1975-10-17	0.2	0.5	22	19
1975-10-18	7.1	1.1	23	18
1975-10-19	0	4.7	26	12
1975-10-20	0	5.4	26	13
1975-10-21	0	1.6	26	14
1975-10-22	0	4.5	26	12
1975-10-23	0	1.6	29	14
1975-10-24	0	4.1	30	13
1975-10-25	16.4	8.3	27	19
1975-10-26	21	9.6	17	13
1975-10-27	0	6	29	14
1975-10-28	0.5	2.5	28	15
1975-10-29	1	0.3	30	16
1975-10-30	21	2.8	23	15
1975-10-31	0	3.5	26	15
1975-11-01	0	3.1	28.5	13
1975-11-02	0	2	26	16
1975-11-03	0	3.9	27.5	18
1975-11-04	0.9	4.2	25	15
1975-11-05	7.6	3.3	22	10.5
1975-11-06	0	2	26.5	17
1975-11-07	0	4.3	28	13.5
1975-11-08	0	3.1	28	14
1975-11-09	0	3.7	27	16
1975-11-10	0	0.8	25	11
1975-11-11	0	5.5	26	13
1975-11-12	0	6.1	25	13
1975-11-13	0	2.8	16.5	12.5
1975-11-14	0	2	21	7.5
1975-11-15	0	5.1	22	4
1975-11-16	0	0.2	24	6
1975-11-17	0	4.8	25	9
1975-11-18	0	2.3	26	9.5
1975-11-19	0	0.4	29	12
1975-11-20	0	3.3	33	9.5
1975-11-21	0	3	14.5	11
1975-11-22	2.5	1.7	15	10.5
1975-11-23	0	0.8	13	7.5
1975-11-24	4.2	0.8	18	7
1975-11-25	0	0.2	20.5	11.5
1975-11-26	0	4.9	26	11
1975-11-27	0	1.2	20	10
1975-11-28	0	1.2	21	11
1975-11-29	0	3.5	26	16
1975-11-30	0	0.8	25	16
1975-12-01	0	7.4	16	11
1975-12-02	0	1.3	22	12
1975-12-03	0	3.3	25	13
1975-12-04	0	3.9	25	13.5
1975-12-05	1.7	4.7	21	12
1975-12-06	0	3	25	17
1975-12-07	0	1.7	23	9.5
1975-12-08	0	2.8	23	12
1975-12-09	0	3.4	22	14
1975-12-10	0	2.9	23	10.5
1975-12-11	0	1.2	22	12
1975-12-12	0	2.7	24	13
1975-12-13	0	3.2	25	12
1975-12-14	0	2.6	25	11.5
1975-12-15	0	5.6	25	12.5
1975-12-16	3.6	6.3	21	14
1975-12-17	7.5	0.6	20	13.5
1975-12-18	20.5	1.9	12	11.5
1975-12-19	1.5	5.3	10	5
1975-12-20	1.2	8.2	14	6
1975-12-21	0	6.1	12	8.5
1975-12-22	0	7	10	9
1975-12-23	0	4.7	25	10
1975-12-24	0	4.3	25	11
1975-12-25	1	4.8	18	11
1975-12-26	1.4	4.6	15	10
1975-12-27	0	3.1	19	9
1975-12-28	0	2.4	24	7.5
1975-12-29	0.8	3.2	15	8
1975-12-30	0	0.6	12	9
1975-12-31	0	1.1	21	1.5
1976-01-01	0	1.8	26	11
1976-01-02	0	2.4	26	12
1976-01-03	0	1.6	12	11.5
1976-01-04	0	1.3	11	7
1976-01-05	0.5	4.2	18	8
1976-01-06	0	2.1	21	8.5
1976-01-07	0.2	3.9	23	11
1976-01-08	0	3.8	14	6
1976-01-09	0.8	1.3	14.5	7
1976-01-10	0	0.8	18	6
1976-01-11	0	0.5	19	7.5
1976-01-12	0	2.4	21.5	7
1976-01-13	0	3.1	24	12
1976-01-14	1	1.6	21	13
1976-01-15	0	1	19	10
1976-01-16	1.4	3.2	24	9
1976-01-17	0	1.7	18	9
1976-01-18	0	2.8	18	7
1976-01-19	0	5.5	22	6
1976-01-20	9	0.6	23	7
1976-01-21	6	4.7	19	7
1976-01-22	0	8.4	20	7
1976-01-23	0	2	25	7
1976-01-24	0	2.1	26	7
1976-01-25	0	4	24	6
1976-01-26	0	4.3	21	9
1976-01-27	0	1.2	22	7.5
1976-01-28	0	1.3	18	7
1976-01-29	0	3	20	8
1976-01-30	0.2	2.3	21	10
1976-01-31	0	6.1	26	10
1976-02-01	0	3.8	20	10
1976-02-02	0	4.9	22	4
1976-02-03	0	4.4	25	5
1976-02-04	0	0.8	26	6
1976-02-05	0	1.5	28	9
1976-02-06	0	3.2	23	10
1976-02-07	5	0.8	15	6
1976-02-08	0	3.8	28	9
1976-02-09	0	1.5	23.5	10
1976-02-10	0	4.1	24	11.5
1976-02-11	0	4.7	28	13
1976-02-12	0	5.5	24	10
1976-02-13	0	3.2	24	11.5
1976-02-14	0	7.3	24.5	13
1976-02-15	0	3.8	26.5	16
1976-02-16	0	5	27.5	13
1976-02-17	0	2.9	28	16
1976-02-18	0	4.1	27	13.5
1976-02-19	0	3.6	24	15
1976-02-20	0	5.1	28.5	16
1976-02-21	0	5.9	24	17.5
1976-02-22	0	5.9	24.5	12
1976-02-23	0	4.2	19	1.5
1976-02-24	0	3	21	-2
1976-02-25	0	2.4	23	2
1976-02-26	0	7.6	23	3
1976-02-27	0	2.5	24.5	5.5
1976-02-28	0	5	26	6.5
1976-02-29	0	5.7	27	7
1976-03-01	0	7	29	13
1976-03-02	0	3.9	27	10.5
1976-03-03	0	2.9	27	12
1976-03-04	0	6.9	30	16.5
1976-03-05	0	4.6	31	16
1976-03-06	0	4	25.5	17
1976-03-07	14	4.9	25	18
1976-03-08	0	4.2	30	10
1976-03-09	0.3	6.7	25	17
1976-03-10	0	2.3	24	18
1976-03-11	0	2.3	26	18
1976-03-12	0	4	30	17
1976-03-13	4	7.1	20.1	16.5
1976-03-14	0.9	0.6	18	13.5
